"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"3042" "304.2 Operations affecting myocardium : revascularization (poudrage)" "3042" "304.2 Operations affecting myocardium : revascularization (poudrage)"
"3043" "304.3 Operations affecting myocardium : coronary anastomosis or graft" "3043" "304.3 Operations affecting myocardium : coronary anastomosis or graft"
"3044" "304.4 Operations affecting myocardium : coronary sympathectomy" "3044" "304.4 Operations affecting myocardium : coronary sympathectomy"
"305" "305 Insertion of pace-maker" "305" "305 Insertion of pace-maker"
"3051" "305.1 Insertion of pace-maker : intravenous route" "3051" "305.1 Insertion of pace-maker : intravenous route"
"3052" "305.2 Insertion of pace-maker : implanted" "3052" "305.2 Insertion of pace-maker : implanted"
"3053" "305.3 Insertion of pace-maker : replacement" "3053" "305.3 Insertion of pace-maker : replacement"
"3054" "305.4 Insertion of pace-maker : replacement of implanted battery" "3054" "305.4 Insertion of pace-maker : replacement of implanted battery"
"306" "306 Catheter manipulations, not elsewhere classified" "306" "306 Catheter manipulations, not elsewhere classified"
"3061" "306.1 Catheter manipulations, not elsewhere classified : septostomy" "3061" "306.1 Catheter manipulations, not elsewhere classified : septostomy"
"3062" "306.2 Catheter manipulations, not elsewhere classified : plugging ductus arteriosus" "3062" "306.2 Catheter manipulations, not elsewhere classified : plugging ductus arteriosus"
"307" "307 Operations on pericardium and epicardium" "307" "307 Operations on pericardium and epicardium"
"3071" "307.1 Operations on pericardium and epicardium : pericardiectomy" "3071" "307.1 Operations on pericardium and epicardium : pericardiectomy"
"3072" "307.2 Operations on pericardium and epicardium : excision of lesion tissue (cyst)" "3072" "307.2 Operations on pericardium and epicardium : excision of lesion tissue (cyst)"
"3073" "307.3 Operations on pericardium and epicardium : freeing of adhesions" "3073" "307.3 Operations on pericardium and epicardium : freeing of adhesions"
"3074" "307.4 Operations on pericardium and epicardium : pericardial irritation" "3074" "307.4 Operations on pericardium and epicardium : pericardial irritation"
"309" "309 Other operations on heart, not elsewhere classified" "309" "309 Other operations on heart, not elsewhere classified"
"3092" "309.2 Other operations on heart, not elsewhere classified : catheter manipulation, not elsewhere classifie" "3092" "309.2 Other operations on heart, not elsewhere classified : catheter manipulation, not elsewhere classifie"
"3093" "309.3 Other operations on heart, not elsewhere classified : DC shock" "3093" "309.3 Other operations on heart, not elsewhere classified : DC shock"
"3094" "309.4 Other operations on heart, not elsewhere classified : cardiopulmonary bypass" "3094" "309.4 Other operations on heart, not elsewhere classified : cardiopulmonary bypass"
"3095" "309.5 Other operations on heart, not elsewhere classified : repair of heart or pericardium" "3095" "309.5 Other operations on heart, not elsewhere classified : repair of heart or pericardium"
"310" "310 Combined operations on open heart, not elsewhere classified" "310" "310 Combined operations on open heart, not elsewhere classified"
"3101" "310.1 Combined operations on open heart, not elsewhere classified : total correction of Fallot's defect" "3101" "310.1 Combined operations on open heart, not elsewhere classified : total correction of Fallot's defect"
"311" "311 Closed valvotomy" "311" "311 Closed valvotomy"
"3111" "311.1 Closed valvotomy : mitral valve" "3111" "311.1 Closed valvotomy : mitral valve"
"3112" "311.2 Closed valvotomy : aortic valve" "3112" "311.2 Closed valvotomy : aortic valve"
"3113" "311.3 Closed valvotomy : tricuspid valve" "3113" "311.3 Closed valvotomy : tricuspid valve"
"3114" "311.4 Closed valvotomy : pulmonary valve" "3114" "311.4 Closed valvotomy : pulmonary valve"
"3115" "311.5 Closed valvotomy : multiple valves" "3115" "311.5 Closed valvotomy : multiple valves"
"312" "312 Open valvotomy" "312" "312 Open valvotomy"
"3121" "312.1 Open valvotomy : mitral valve" "3121" "312.1 Open valvotomy : mitral valve"
"3122" "312.2 Open valvotomy : aortic valve" "3122" "312.2 Open valvotomy : aortic valve"
"3123" "312.3 Open valvotomy : tricuspid valve" "3123" "312.3 Open valvotomy : tricuspid valve"
"3124" "312.4 Open valvotomy : pulmonary valve" "3124" "312.4 Open valvotomy : pulmonary valve"
"3125" "312.5 Open valvotomy : multiple valves" "3125" "312.5 Open valvotomy : multiple valves"
"313" "313 Heart valve replacement" "313" "313 Heart valve replacement"
"3131" "313.1 Heart valve replacement : mitral valve" "3131" "313.1 Heart valve replacement : mitral valve"
"3132" "313.2 Heart valve replacement : aortic valve" "3132" "313.2 Heart valve replacement : aortic valve"
"3133" "313.3 Heart valve replacement : tricuspid valve" "3133" "313.3 Heart valve replacement : tricuspid valve"
"3134" "313.4 Heart valve replacement : pulmonary valve" "3134" "313.4 Heart valve replacement : pulmonary valve"
"3135" "313.5 Heart valve replacement : multiple valves" "3135" "313.5 Heart valve replacement : multiple valves"
"314" "314 Other valvuloplasty" "314" "314 Other valvuloplasty"
"3141" "314.1 Other valvuloplasty : mitral valve" "3141" "314.1 Other valvuloplasty : mitral valve"
"3142" "314.2 Other valvuloplasty : aortic valve" "3142" "314.2 Other valvuloplasty : aortic valve"
"3143" "314.3 Other valvuloplasty : tricuspid valve" "3143" "314.3 Other valvuloplasty : tricuspid valve"
"3144" "314.4 Other valvuloplasty : pulmonary valve" "3144" "314.4 Other valvuloplasty : pulmonary valve"
"3145" "314.5 Other valvuloplasty : multiple valves" "3145" "314.5 Other valvuloplasty : multiple valves"
"315" "315 Operations on septum within heart cavity" "315" "315 Operations on septum within heart cavity"
"3151" "315.1 Operations on septum within heart cavity : production of septal defect, septotomy" "3151" "315.1 Operations on septum within heart cavity : production of septal defect, septotomy"
"3152" "315.2 Operations on septum within heart cavity : repair of septal defect, not elsewhere classified" "3152" "315.2 Operations on septum within heart cavity : repair of septal defect, not elsewhere classified"
"3153" "315.3 Operations on septum within heart cavity : repair of septum with graft" "3153" "315.3 Operations on septum within heart cavity : repair of septum with graft"
"3154" "315.4 Operations on septum within heart cavity : insertion of prosthesis" "3154" "315.4 Operations on septum within heart cavity : insertion of prosthesis"
"317" "317 Operations on heart walls, not elsewhere classified" "317" "317 Operations on heart walls, not elsewhere classified"
"3171" "317.1 Operations on heart walls, not elsewhere classified : excision of aneurysm or tumour" "3171" "317.1 Operations on heart walls, not elsewhere classified : excision of aneurysm or tumour"
"3172" "317.2 Operations on heart walls, not elsewhere classified : repair of coronary A-V fistula" "3172" "317.2 Operations on heart walls, not elsewhere classified : repair of coronary A-V fistula"
"3173" "317.3 Operations on heart walls, not elsewhere classified : atrial appendectomy" "3173" "317.3 Operations on heart walls, not elsewhere classified : atrial appendectomy"
"319" "319 Other operations on open heart" "319" "319 Other operations on open heart"
"3191" "319.1 Other operations on open heart : cadaver heart transplant" "3191" "319.1 Other operations on open heart : cadaver heart transplant"
"3192" "319.2 Other operations on open heart : heart assist system" "3192" "319.2 Other operations on open heart : heart assist system"
"320" "320 Incision" "320" "320 Incision"
"3201" "320.1 Incision : embolectomy" "3201" "320.1 Incision : embolectomy"
"3202" "320.2 Incision : endarterectomy" "3202" "320.2 Incision : endarterectomy"
"321" "321 Repair of intra-thoracic aneurysm" "321" "321 Repair of intra-thoracic aneurysm"
"3211" "321.1 Repair of intra-thoracic aneurysm : excision" "3211" "321.1 Repair of intra-thoracic aneurysm : excision"
"3212" "321.2 Repair of intra-thoracic aneurysm : repair" "3212" "321.2 Repair of intra-thoracic aneurysm : repair"
"3213" "321.3 Repair of intra-thoracic aneurysm : wiring" "3213" "321.3 Repair of intra-thoracic aneurysm : wiring"
"3214" "321.4 Repair of intra-thoracic aneurysm : graft (venous)" "3214" "321.4 Repair of intra-thoracic aneurysm : graft (venous)"
"3215" "321.5 Repair of intra-thoracic aneurysm : prosthesis" "3215" "321.5 Repair of intra-thoracic aneurysm : prosthesis"
"322" "322 Clamp or band, ligature or division" "322" "322 Clamp or band, ligature or division"
"3221" "322.1 Clamp or band, ligature or division : ductus arteriosus" "3221" "322.1 Clamp or band, ligature or division : ductus arteriosus"
"3222" "322.2 Clamp or band, ligature or division : pulmonary artery" "3222" "322.2 Clamp or band, ligature or division : pulmonary artery"
"323" "323 Arterial anastomosis" "323" "323 Arterial anastomosis"
"3231" "323.1 Arterial anastomosis : systemic-pulmonary" "3231" "323.1 Arterial anastomosis : systemic-pulmonary"
"324" "324 Venous anastomosis" "324" "324 Venous anastomosis"
"3241" "324.1 Venous anastomosis : superior vena cava to pulmonary artery" "3241" "324.1 Venous anastomosis : superior vena cava to pulmonary artery"
"325" "325 Graft for repair of vessel" "325" "325 Graft for repair of vessel"
"3251" "325.1 Graft for repair of vessel : excision of coarctation" "3251" "325.1 Graft for repair of vessel : excision of coarctation"
"3252" "325.2 Graft for repair of vessel : aortic replacement" "3252" "325.2 Graft for repair of vessel : aortic replacement"
"326" "326 Other plastic repair of intra-thoracic vessel" "326" "326 Other plastic repair of intra-thoracic vessel"
"329" "329 Other operations on intra-thoracic vessel" "329" "329 Other operations on intra-thoracic vessel"
"3291" "329.1 Other operations on intra-thoracic vessel : aortography" "3291" "329.1 Other operations on intra-thoracic vessel : aortography"
"330" "330 Incision or puncture of chest wall" "330" "330 Incision or puncture of chest wall"
"3301" "330.1 Incision or puncture of chest wall : thoracocentesis, not otherwise stated" "3301" "330.1 Incision or puncture of chest wall : thoracocentesis, not otherwise stated"
"3302" "330.2 Incision or puncture of chest wall : aspiration (air, fluid)" "3302" "330.2 Incision or puncture of chest wall : aspiration (air, fluid)"
"3303" "330.3 Incision or puncture of chest wall : drainage of pleural cavity (empyema)" "3303" "330.3 Incision or puncture of chest wall : drainage of pleural cavity (empyema)"
"3304" "330.4 Incision or puncture of chest wall : thoracoscopy" "3304" "330.4 Incision or puncture of chest wall : thoracoscopy"
"3305" "330.5 Incision or puncture of chest wall : therapeutic pneumothorax" "3305" "330.5 Incision or puncture of chest wall : therapeutic pneumothorax"
"331" "331 Resection of rib" "331" "331 Resection of rib"
"332" "332 Thoracoplasty" "332" "332 Thoracoplasty"
"3321" "332.1 Thoracoplasty : phrenic avulsion" "3321" "332.1 Thoracoplasty : phrenic avulsion"
"3322" "332.2 Thoracoplasty : plombage" "3322" "332.2 Thoracoplasty : plombage"
"3323" "332.3 Thoracoplasty : freeing of adhesions" "3323" "332.3 Thoracoplasty : freeing of adhesions"
"333" "333 Repair of chest wall" "333" "333 Repair of chest wall"
"3331" "333.1 Repair of chest wall : haemostasis" "3331" "333.1 Repair of chest wall : haemostasis"
"3332" "333.2 Repair of chest wall : correction of pectus carinatus" "3332" "333.2 Repair of chest wall : correction of pectus carinatus"
"334" "334 Operations on diaphragm, not elsewhere classified" "334" "334 Operations on diaphragm, not elsewhere classified"
"3341" "334.1 Operations on diaphragm, not elsewhere classified : incision" "3341" "334.1 Operations on diaphragm, not elsewhere classified : incision"
"3342" "334.2 Operations on diaphragm, not elsewhere classified : excision of lesion" "3342" "334.2 Operations on diaphragm, not elsewhere classified : excision of lesion"
"3343" "334.3 Operations on diaphragm, not elsewhere classified : repair of diaphragm" "3343" "334.3 Operations on diaphragm, not elsewhere classified : repair of diaphragm"
"335" "335 Operations of mediastinum" "335" "335 Operations of mediastinum"
"3351" "335.1 Operations of mediastinum : mediastinoscopy, not otherwise specified" "3351" "335.1 Operations of mediastinum : mediastinoscopy, not otherwise specified"
"3352" "335.2 Operations of mediastinum : mediastinotomy" "3352" "335.2 Operations of mediastinum : mediastinotomy"
"3353" "335.3 Operations of mediastinum : excision or destruction of lesion" "3353" "335.3 Operations of mediastinum : excision or destruction of lesion"
"3354" "335.4 Operations of mediastinum : biopsy" "3354" "335.4 Operations of mediastinum : biopsy"
"336" "336 Operations upon pleura" "336" "336 Operations upon pleura"
"3361" "336.1 Operations upon pleura : decortication (thoracic)" "3361" "336.1 Operations upon pleura : decortication (thoracic)"
"3362" "336.2 Operations upon pleura : pleurodesis" "3362" "336.2 Operations upon pleura : pleurodesis"
"3364" "336.4 Operations upon pleura : other pleurectomy" "3364" "336.4 Operations upon pleura : other pleurectomy"
"337" "337 Repair of diaphragmatic hernia (thoracic approach)" "337" "337 Repair of diaphragmatic hernia (thoracic approach)"
